ID	age	sex	n_babies	observer	year	pop_size	weight
226	3	m	0	6	1983	136	6.597983905607812
264	2	f	1	7	1983	136	4.90008044807235
267	0	m	2	8	1983	136	3.27380231703692
281	2	m	1	8	1983	136	5.11254939490579
296	1	m	0	9	1983	136	4.95548207524289
305	0	m	2	8	1983	136	NA
320	0	m	0	1	1983	136	4.075301734254751
325	1	m	0	13	1983	136	4.357994533114373
326	0	m	1	15	1983	136	4.259178481641183
327	0	m	1	5	1983	136	4.335818171839337
338	0	m	1	9	1983	136	NA
346	0	f	1	18	1983	136	3.230410750834337
352	2	m	0	19	1983	136	6.3927034633136834
372	2	m	2	13	1983	136	5.967976721198588
387	0	f	2	4	1983	136	3.759633371285245
396	0	f	2	4	1983	136	3.9498583157735143
440	1	m	0	5	1983	136	4.872802799958849
442	1	f	2	5	1983	136	4.359533419566618
467	0	m	1	5	1983	136	2.5658122592122647
479	1	m	1	1	1983	136	5.320269344936866
482	0	f	2	9	1983	136	3.98004413078563
551	0	m	1	12	1983	136	4.488098551843025
552	2	f	2	18	1983	136	4.193517168204768
562	2	m	2	11	1983	136	4.098247974637277
568	1	f	1	10	1983	136	NA
570	0	f	0	16	1983	136	3.7978937296228805
572	3	f	2	6	1983	136	6.1694355926131514
576	2	f	0	18	1983	136	5.308304479468611
588	3	m	1	5	1983	136	5.964551042638837
616	2	f	2	5	1983	136	5.112228963017251
620	1	f	0	17	1983	136	3.8211856952796555
631	3	f	2	3	1983	136	6.122485243774195
642	3	m	0	3	1983	136	5.491612729578408
643	2	f	2	11	1983	136	NA
650	2	f	2	14	1983	136	4.979121618051201
662	2	m	0	15	1983	136	4.892905034887282
675	1	m	0	7	1983	136	4.713090905547812
698	3	f	2	2	1983	136	5.938514241568234
716	3	m	0	15	1983	136	6.088314533791788
719	0	m	1	13	1983	136	NA
726	1	m	1	18	1983	136	5.016558017254631
727	1	m	0	9	1983	136	4.780752366066467
746	3	f	2	12	1983	136	6.395455950721821
756	3	f	0	19	1983	136	5.03880145052828
769	2	m	2	19	1983	136	5.32713434382116
778	2	m	2	1	1983	136	5.640577763380587
787	2	f	2	3	1983	136	5.190518821024434
789	1	m	0	19	1983	136	4.697488953252742
816	0	m	0	19	1983	136	NA
829	3	m	0	15	1983	136	7.638766576657467
840	0	f	1	10	1983	136	3.6047090766512175
844	3	f	0	13	1983	136	5.878399180976326
861	2	m	1	15	1983	136	4.469553331241531
873	0	m	0	17	1983	136	4.234088079920659
885	1	f	2	3	1983	136	3.581843400501001
5	2	f	2	14	1984	146	4.950630293581811
8	3	m	1	1	1984	146	5.287219279442983
14	0	f	1	1	1984	146	3.930944489990367
21	4	f	0	19	1984	146	6.739432755000013
26	3	f	1	6	1984	146	5.34809304045794
31	0	m	1	8	1984	146	3.535258984498948
36	2	m	2	8	1984	146	6.587940054719814
75	3	m	1	2	1984	146	NA
88	4	f	1	16	1984	146	7.31367637235225
100	0	m	2	14	1984	146	3.5233144951966766
142	2	m	0	11	1984	146	6.250151924064899
155	0	f	1	10	1984	146	3.6630510852859812
170	0	m	0	19	1984	146	4.050353392561207
174	1	m	0	10	1984	146	4.847235362932418
177	0	f	2	14	1984	146	2.603608082731469
184	2	f	0	13	1984	146	NA
195	3	f	0	9	1984	146	5.7214129384317465
196	1	f	2	3	1984	146	4.645873360654511
202	0	f	1	7	1984	146	3.318370867294462
204	1	f	0	4	1984	146	4.50091225501785
207	2	f	2	18	1984	146	NA
224	2	f	0	19	1984	146	3.6467478229395436
226	4	m	0	10	1984	146	6.769016090479984
231	0	m	2	19	1984	146	3.6257349161522523
257	0	m	2	6	1984	146	4.913825123477381
264	3	f	0	18	1984	146	5.486233030859405
267	1	m	1	1	1984	146	4.3233839280354385
281	3	m	0	12	1984	146	6.362023521830727
283	0	f	2	7	1984	146	NA
305	1	m	2	3	1984	146	6.024127542214937
320	1	m	0	10	1984	146	5.010454570487061
325	2	m	0	10	1984	146	4.649103780296795
326	1	m	1	15	1984	146	4.688053425326224
327	1	m	1	11	1984	146	4.990221321271554
338	1	m	0	4	1984	146	4.943967519143223
346	1	f	2	19	1984	146	4.464314759364931
348	0	m	2	5	1984	146	4.538485982796255
352	3	m	2	20	1984	146	6.423023660493243
372	3	m	2	5	1984	146	NA
381	0	f	0	13	1984	146	2.967957354425973
387	1	f	2	13	1984	146	4.381000133458788
396	1	f	2	7	1984	146	4.2810679594394845
440	2	m	2	5	1984	146	5.6044664466522
442	2	f	2	15	1984	146	NA
467	1	m	0	10	1984	146	3.4604107554749364
479	2	m	2	13	1984	146	NA
482	1	f	2	7	1984	146	4.978048011079559
551	1	m	1	18	1984	146	5.451704622024811
562	3	m	0	9	1984	146	4.911886469843693
568	2	f	1	5	1984	146	4.5438000332628175
570	1	f	0	16	1984	146	4.2650217564510005
572	4	f	2	13	1984	146	6.27943045371234
576	3	f	2	11	1984	146	NA
582	0	f	0	1	1984	146	3.852097408370103
587	0	m	2	9	1984	146	3.504379472014428
616	3	f	1	11	1984	146	5.663818367145268
620	2	f	0	7	1984	146	4.632786832647115
624	0	f	0	1	1984	146	3.9488636321001898
631	4	f	0	11	1984	146	6.781073747257344
642	4	m	2	19	1984	146	6.5950827462134605
643	3	f	1	16	1984	146	5.229976559843827
648	0	f	2	17	1984	146	3.3697936041983523
650	3	f	2	13	1984	146	5.132704931240906
653	0	f	0	3	1984	146	3.1185871774068015
662	3	m	2	15	1984	146	5.4606365668429415
675	2	m	2	7	1984	146	5.418991896222304
698	4	f	1	7	1984	146	6.384825070892254
715	0	f	2	10	1984	146	2.9655620628440382
716	4	m	0	18	1984	146	NA
727	2	m	1	6	1984	146	NA
746	4	f	1	1	1984	146	6.6394983935893945
756	4	f	0	9	1984	146	6.365866105018627
769	3	m	1	19	1984	146	5.730603828708664
778	3	m	0	7	1984	146	NA
787	3	f	2	13	1984	146	5.037491001719338
789	2	m	1	4	1984	146	5.580655746710239
816	1	m	1	3	1984	146	5.21122293568596
818	0	m	0	16	1984	146	4.306761742260218
826	0	m	1	6	1984	146	3.376256366747366
829	4	m	1	18	1984	146	7.350969079622184
838	0	m	0	7	1984	146	4.180921471739385
840	1	f	1	8	1984	146	3.6231361539717106
844	4	f	2	12	1984	146	5.905215322247443
865	0	f	2	10	1984	146	3.0455065024754093
873	1	m	1	18	1984	146	5.394948077696767
885	2	f	0	14	1984	146	4.4698695317615185
5	3	f	1	10	1985	154	5.977714384855379
8	4	m	0	6	1985	154	6.060694820522759
14	1	f	1	20	1985	154	4.778874080129697
21	5	f	1	8	1985	154	7.327462209807064
26	4	f	2	11	1985	154	6.331239221397572
31	1	m	0	1	1985	154	4.434993146376504
32	0	m	2	5	1985	154	4.692078885050356
36	3	m	1	4	1985	154	NA
75	4	m	2	14	1985	154	6.186736031173122
85	0	m	1	11	1985	154	3.6343788629089993
88	5	f	0	7	1985	154	8.234449119658263
100	1	m	2	14	1985	154	4.35839858393182
101	0	f	0	11	1985	154	2.9461507368345683
141	0	m	2	11	1985	154	4.63577256839289
142	3	m	2	7	1985	154	7.62099902195561
146	0	f	0	12	1985	154	3.1890882119720803
155	1	f	2	4	1985	154	5.078268222971283
170	1	m	0	8	1985	154	5.236719171042889
174	2	m	1	20	1985	154	5.681992922557551
177	1	f	2	15	1985	154	4.5233525139729895
184	3	f	0	10	1985	154	7.0039874060907366
195	4	f	0	19	1985	154	6.826862583583617
196	2	f	2	4	1985	154	5.573127547248664
202	1	f	2	15	1985	154	4.43214049715636
204	2	f	2	11	1985	154	5.285407958715515
207	3	f	1	16	1985	154	6.1663602949367995
224	3	f	1	2	1985	154	4.986148281298743
226	5	m	0	20	1985	154	NA
231	1	m	1	16	1985	154	4.270977668913032
257	1	m	0	7	1985	154	5.944175513953671
260	0	m	2	5	1985	154	5.189989662465009
264	4	f	0	5	1985	154	6.966096639760505
267	2	m	0	2	1985	154	5.238826847681777
277	0	m	1	16	1985	154	5.185268857383087
281	4	m	1	15	1985	154	7.031796646989641
283	1	f	2	10	1985	154	4.471110411166636
305	2	m	0	7	1985	154	6.6218647992521955
320	2	m	1	20	1985	154	5.548966007998397
325	3	m	2	6	1985	154	5.498978300509593
327	2	m	1	19	1985	154	6.586080131424841
338	2	m	2	5	1985	154	6.263544192362373
345	0	f	1	8	1985	154	4.145650504705279
346	2	f	2	18	1985	154	5.091891469029774
348	1	m	2	10	1985	154	5.438224659889143
352	4	m	0	18	1985	154	7.501872275663384
362	0	m	0	3	1985	154	4.773983767620452
372	4	m	0	7	1985	154	7.396680123724669
373	0	m	0	4	1985	154	4.854871933966954
381	1	f	1	17	1985	154	4.142619977721917
387	2	f	1	11	1985	154	4.932640476248201
396	2	f	2	9	1985	154	5.784625003359457
440	3	m	2	3	1985	154	6.933772921792294
442	3	f	1	15	1985	154	5.93613235225233
451	0	m	2	4	1985	154	4.133281083024648
467	2	m	2	19	1985	154	5.145775545116129
478	0	f	1	11	1985	154	3.4825414683533866
479	3	m	2	13	1985	154	NA
482	2	f	2	8	1985	154	5.594744967706379
538	0	f	1	11	1985	154	3.909134453883935
551	2	m	2	16	1985	154	6.145427778420099
555	0	m	2	19	1985	154	NA
562	4	m	1	7	1985	154	6.334872415927265
568	3	f	2	11	1985	154	5.831165866605369
570	2	f	1	14	1985	154	4.734781943548757
572	5	f	1	8	1985	154	7.580822033418247
576	4	f	1	9	1985	154	6.896957446936889
582	1	f	0	18	1985	154	4.784338663138891
587	1	m	0	4	1985	154	4.203738521517755
616	4	f	1	9	1985	154	6.827181262549702
620	3	f	2	19	1985	154	5.281438449786088
622	0	f	1	11	1985	154	3.697309823969587
624	1	f	1	4	1985	154	NA
631	5	f	2	2	1985	154	8.28259787750397
642	5	m	2	17	1985	154	NA
643	4	f	0	18	1985	154	6.380672249793318
648	1	f	0	1	1985	154	4.476218806192369
650	4	f	0	6	1985	154	NA
653	1	f	1	20	1985	154	3.745099456363897
662	4	m	1	5	1985	154	7.243362599917843
675	3	m	1	13	1985	154	6.224932073608351
677	0	m	2	7	1985	154	4.689973099780611
698	5	f	0	16	1985	154	7.87504569416866
706	0	m	1	3	1985	154	4.605817509364842
708	0	f	0	17	1985	154	3.7730015998111033
715	1	f	1	18	1985	154	4.5016951546481
716	5	m	2	8	1985	154	7.240924231137867
723	0	m	2	18	1985	154	5.106539549608353
724	0	f	2	2	1985	154	NA
727	3	m	1	6	1985	154	5.87652331324305
746	5	f	2	15	1985	154	7.5085847966804264
749	0	f	2	7	1985	154	3.929374102765024
756	5	f	0	9	1985	154	7.414197718482945
762	0	m	2	1	1985	154	NA
769	4	m	0	16	1985	154	6.8228226351515415
778	4	m	0	20	1985	154	7.3965858991969196
787	4	f	2	9	1985	154	6.317298037785988
789	3	m	2	1	1985	154	6.424481968165466
798	0	f	1	18	1985	154	2.6165746602110307
808	0	f	1	20	1985	154	4.4049866133829765
816	2	m	1	9	1985	154	6.030301702282206
818	1	m	0	8	1985	154	5.315738974070333
820	0	f	1	16	1985	154	3.80995513499171
826	1	m	0	17	1985	154	5.06621873626561
829	5	m	1	1	1985	154	NA
838	1	m	2	13	1985	154	5.065192350822625
840	2	f	1	12	1985	154	NA
844	5	f	0	13	1985	154	7.309193927056187
862	0	m	0	7	1985	154	3.7819876975053655
865	1	f	2	16	1985	154	4.563903034621327
873	2	m	0	7	1985	154	5.589635037889756
885	3	f	1	15	1985	154	5.333077057143854
5	4	f	2	2	1986	168	6.386605899735669
8	5	m	0	2	1986	168	6.961708302395349
14	2	f	0	5	1986	168	5.211570522645175
26	5	f	2	5	1986	168	6.818834699112386
31	2	m	1	1	1986	168	6.0000152560653754
32	1	m	0	7	1986	168	5.9067674762677305
36	4	m	1	15	1986	168	8.16919850579762
48	0	m	0	9	1986	168	4.818370292778074
50	0	m	0	5	1986	168	3.9405620040880645
83	0	f	0	19	1986	168	3.0895858492348514
85	1	m	0	18	1986	168	4.382015390464023
88	6	f	1	4	1986	168	9.026088839680046
100	2	m	2	15	1986	168	NA
101	1	f	1	11	1986	168	4.159125889294024
111	0	m	1	20	1986	168	4.976357946889701
141	1	m	0	14	1986	168	NA
142	4	m	1	16	1986	168	7.532283389455431
146	1	f	0	9	1986	168	4.07666063503277
155	2	f	2	3	1986	168	5.072012304709245
170	2	m	1	19	1986	168	6.144248099645491
177	2	f	2	13	1986	168	4.3297971597245954
195	5	f	2	10	1986	168	7.044995347489388
196	3	f	0	13	1986	168	6.281025350194172
202	2	f	2	6	1986	168	5.1245868487677635
204	3	f	2	10	1986	168	6.154787995407479
207	4	f	0	20	1986	168	6.943427130790529
224	4	f	1	1	1986	168	5.353580606749625
226	6	m	1	9	1986	168	8.727832967974587
231	2	m	0	11	1986	168	4.975798501518834
257	2	m	0	8	1986	168	NA
260	1	m	1	11	1986	168	5.497245691256603
264	5	f	2	8	1986	168	6.854515109777178
267	3	m	1	4	1986	168	6.080969268049899
277	1	m	1	20	1986	168	5.2433929862869375
278	0	m	2	12	1986	168	3.740755624182901
281	5	m	2	3	1986	168	7.332047233958969
283	2	f	2	7	1986	168	NA
301	0	f	1	2	1986	168	3.386837240787893
305	3	m	2	4	1986	168	7.602707775005021
312	0	m	0	14	1986	168	3.805483099818967
320	3	m	1	16	1986	168	6.435936856814897
325	4	m	0	19	1986	168	6.170268904388364
327	3	m	0	10	1986	168	6.543508826061198
328	0	f	1	11	1986	168	5.342241631307837
338	3	m	2	8	1986	168	6.313221708762999
345	1	f	1	11	1986	168	4.741854078540202
346	3	f	1	3	1986	168	5.398796995834664
348	2	m	1	17	1986	168	6.144620405315871
352	5	m	1	1	1986	168	8.442856858308932
362	1	m	0	19	1986	168	5.448118882617264
372	5	m	1	6	1986	168	8.203595858118682
373	1	m	2	8	1986	168	5.824543265727634
381	2	f	0	3	1986	168	NA
387	3	f	2	15	1986	168	5.838978610465587
388	0	f	1	5	1986	168	4.142757451287088
404	0	m	0	13	1986	168	3.7615462708576772
418	0	f	2	6	1986	168	NA
439	0	f	0	4	1986	168	3.8399311763188813
440	4	m	1	19	1986	168	7.2389396354395235
442	4	f	2	1	1986	168	6.789360864059876
451	1	m	0	16	1986	168	NA
456	0	m	2	20	1986	168	5.235968809317707
463	0	m	1	3	1986	168	3.5209928534533277
467	3	m	0	13	1986	168	5.145796985786943
478	1	f	0	16	1986	168	4.421584225898681
479	4	m	1	18	1986	168	NA
482	3	f	2	14	1986	168	5.870519738559252
494	0	m	1	3	1986	168	4.06364414782065
538	1	f	0	6	1986	168	NA
551	3	m	1	12	1986	168	7.213963796492847
555	1	m	1	2	1986	168	5.279792693831479
562	5	m	1	5	1986	168	6.577545825810278
568	4	f	1	4	1986	168	6.2100634893751545
570	3	f	2	12	1986	168	NA
572	6	f	1	13	1986	168	8.161607032673778
576	5	f	1	8	1986	168	7.472668921348167
582	2	f	0	2	1986	168	4.884548842524315
587	2	m	1	9	1986	168	4.5770461402922225
616	5	f	2	3	1986	168	7.644976214338078
620	4	f	2	20	1986	168	5.4973329361604035
622	1	f	1	7	1986	168	4.778306589306508
624	2	f	2	1	1986	168	5.0148023631827225
631	6	f	1	7	1986	168	8.313666443210685
636	0	m	0	8	1986	168	4.931607360448843
641	0	m	2	4	1986	168	3.483151280476302
642	6	m	0	16	1986	168	7.995978203966639
643	5	f	0	1	1986	168	6.423800410965251
648	2	f	0	16	1986	168	5.13958359767923
650	5	f	2	1	1986	168	6.549132200114734
653	2	f	1	17	1986	168	4.656494430064487
662	5	m	2	3	1986	168	7.264942454248432
675	4	m	2	17	1986	168	6.855922707476327
677	1	m	1	17	1986	168	5.680591526763497
698	6	f	1	14	1986	168	7.854505956475256
706	1	m	0	20	1986	168	5.513077900732645
715	2	f	0	12	1986	168	4.691224497398058
716	6	m	2	17	1986	168	7.791655995560445
723	1	m	1	8	1986	168	5.734678287853961
724	1	f	1	8	1986	168	4.083833337320993
727	4	m	1	18	1986	168	7.02411902759411
742	0	f	0	14	1986	168	4.464748760741666
746	6	f	2	20	1986	168	NA
749	1	f	0	6	1986	168	4.6763551522899585
756	6	f	0	2	1986	168	8.002503362205564
762	1	m	1	9	1986	168	5.35523349297437
769	5	m	0	8	1986	168	7.349669613881128
778	5	m	2	4	1986	168	8.351536832919711
787	5	f	1	13	1986	168	6.8856919719114575
789	4	m	1	18	1986	168	6.683865211436255
797	0	m	2	6	1986	168	5.267992684229017
798	1	f	2	3	1986	168	3.236377517349032
808	1	f	1	12	1986	168	4.739204662318741
816	3	m	1	16	1986	168	6.4744282342920645
818	2	m	0	16	1986	168	5.78215346213655
820	1	f	2	2	1986	168	4.587528463009018
826	2	m	1	13	1986	168	5.001866374480413
829	6	m	0	1	1986	168	9.56176123114749
838	2	m	0	3	1986	168	5.532597890414828
840	3	f	0	18	1986	168	5.824512163493899
859	0	f	0	7	1986	168	3.85041566935746
862	1	m	2	6	1986	168	4.214670042320548
865	2	f	1	12	1986	168	4.77574318322118
873	3	m	1	14	1986	168	6.50422606376525
885	4	f	2	17	1986	168	6.353821080491062
5	5	f	1	1	1987	166	6.707804140301477
8	6	m	1	11	1987	166	7.784744938713406
14	3	f	1	20	1987	166	NA
26	6	f	1	9	1987	166	NA
31	3	m	2	11	1987	166	5.6774973883322195
32	2	m	0	18	1987	166	5.974703979366019
36	5	m	2	6	1987	166	8.572652857150203
48	1	m	1	5	1987	166	5.325460471011026
50	1	m	0	19	1987	166	4.358851212232585
83	1	f	0	8	1987	166	3.3168649061049655
85	2	m	0	2	1987	166	4.767336474376013
88	7	f	2	15	1987	166	9.324331460094985
100	3	m	0	9	1987	166	6.085042251476251
101	2	f	2	7	1987	166	4.619507813783649
111	1	m	2	17	1987	166	5.652439808705079
135	0	m	2	8	1987	166	4.61494058699718
141	2	m	2	19	1987	166	NA
142	5	m	1	2	1987	166	8.599762422225933
146	2	f	0	20	1987	166	4.785767947664921
155	3	f	2	10	1987	166	5.738979715283536
170	3	m	2	19	1987	166	6.903106881042946
176	0	f	0	4	1987	166	3.3840482951572253
177	3	f	2	18	1987	166	4.948008610141748
195	6	f	2	17	1987	166	7.817970796745412
196	4	f	2	16	1987	166	6.757183711896788
202	3	f	2	2	1987	166	5.849093515007766
211	0	f	2	14	1987	166	4.668453802395491
224	5	f	2	14	1987	166	6.168379102605793
226	7	m	1	4	1987	166	8.919879175129406
231	3	m	1	3	1987	166	5.3416463282275135
256	0	f	1	10	1987	166	3.2672579933117865
257	3	m	1	5	1987	166	6.948802438844215
260	2	m	1	17	1987	166	6.250361199503531
264	6	f	0	14	1987	166	8.090410323902717
267	4	m	0	1	1987	166	6.926190356918513
271	0	f	2	7	1987	166	3.110420727792276
276	0	m	2	10	1987	166	4.2072070311145104
278	1	m	2	3	1987	166	4.434658928736804
279	0	f	1	1	1987	166	3.6713910788984427
281	6	m	1	13	1987	166	8.24853350756446
282	0	m	0	12	1987	166	4.58039702918769
283	3	f	2	16	1987	166	5.459955141183558
301	1	f	2	6	1987	166	3.3172034299435573
304	0	m	0	3	1987	166	5.234137727535061
305	4	m	2	14	1987	166	8.252080146534912
312	1	m	1	20	1987	166	4.3063439484707535
320	4	m	2	20	1987	166	6.35690945076748
325	5	m	1	20	1987	166	7.467419392768447
327	4	m	2	15	1987	166	7.21836159447613
328	1	f	1	8	1987	166	5.7618673259370645
338	4	m	0	16	1987	166	6.454253920495094
345	2	f	2	6	1987	166	5.497648375361919
346	4	f	0	15	1987	166	6.0805967158511605
348	3	m	1	5	1987	166	6.175566659182488
352	6	m	1	4	1987	166	8.861758667585521
353	0	m	0	14	1987	166	4.312867109442518
362	2	m	1	15	1987	166	5.620948547450443
371	0	m	0	8	1987	166	5.285797244008307
372	6	m	2	12	1987	166	8.883831742925608
381	3	f	2	17	1987	166	4.523965553541476
387	4	f	0	5	1987	166	6.07503641789539
388	1	f	0	9	1987	166	4.955158256579881
404	1	m	0	3	1987	166	NA
405	0	m	0	9	1987	166	4.750209233171032
418	1	f	2	19	1987	166	3.4621641375066377
439	1	f	1	10	1987	166	4.344814827732998
440	5	m	1	2	1987	166	7.452988175180887
441	0	f	1	9	1987	166	3.1807204640489797
442	5	f	2	12	1987	166	7.014239968523783
451	2	m	0	15	1987	166	5.688668895991473
456	1	m	1	17	1987	166	5.955182437352137
463	1	m	1	9	1987	166	4.465147892044507
467	4	m	1	18	1987	166	5.589792985842387
478	2	f	0	19	1987	166	5.281774848130392
479	5	m	2	8	1987	166	8.22777201061695
482	4	f	1	4	1987	166	6.547900214910616
494	1	m	0	6	1987	166	4.867886265047794
538	2	f	0	5	1987	166	4.647187203389053
551	4	m	0	1	1987	166	7.481241422411517
555	2	m	1	7	1987	166	5.979861431474339
561	0	f	0	6	1987	166	2.805955332670636
562	6	m	0	16	1987	166	7.412342453160635
568	5	f	0	8	1987	166	6.420045854710967
570	4	f	2	19	1987	166	6.249117721334871
572	7	f	2	3	1987	166	8.999193064440929
576	6	f	2	8	1987	166	7.680560250641624
582	3	f	0	14	1987	166	5.494299035828665
587	3	m	0	1	1987	166	6.1220155132817755
598	0	m	1	3	1987	166	3.6381842658351906
602	0	m	1	11	1987	166	4.176173972613683
606	0	m	2	3	1987	166	NA
616	6	f	1	10	1987	166	8.318998637794811
620	5	f	0	6	1987	166	NA
622	2	f	0	6	1987	166	4.8814317192873045
624	3	f	0	17	1987	166	6.251223369975883
631	7	f	0	9	1987	166	8.890936784103813
633	0	m	2	3	1987	166	4.7578567302169414
636	1	m	0	5	1987	166	4.803057676517472
641	1	m	1	9	1987	166	4.440313299670673
643	6	f	0	6	1987	166	7.198772596837801
648	3	f	2	17	1987	166	5.7880801380698195
650	6	f	1	20	1987	166	7.202564484726272
653	3	f	0	15	1987	166	4.611203016669817
